,negative,neutral,positive,volume,close
345,0.0,0.0,0.0,0.18157241564365734,0.12049958135640526
346,0.0,0.0,1.0,0.18157241564365734,0.12049958135640526
347,0.0,0.0,1.0,0.18157241564365734,0.12049958135640526
348,1.0,0.0,0.0,0.10461876970550749,0.12119732068099365
349,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
350,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
351,0.0,0.0,0.0,0.10461876970550749,0.12119732068099365
352,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
353,1.0,0.0,0.0,0.10461876970550749,0.12119732068099365
354,0.0,1.0,0.0,0.10461876970550749,0.12119732068099365
355,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
356,0.0,0.0,0.0,0.10461876970550749,0.12119732068099365
357,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
358,1.0,0.0,0.0,0.10461876970550749,0.12119732068099365
359,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
360,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
361,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
362,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
363,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
364,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
365,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
366,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
367,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
368,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
369,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
370,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
371,1.0,0.0,0.0,0.10461876970550749,0.12119732068099365
372,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
373,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
374,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
375,1.0,0.0,0.0,0.10461876970550749,0.12119732068099365
376,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
377,0.0,1.0,0.0,0.10461876970550749,0.12119732068099365
378,0.0,0.0,0.0,0.10461876970550749,0.12119732068099365
379,0.0,0.0,0.0,0.10461876970550749,0.12119732068099365
380,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
381,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
382,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
383,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
384,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
385,1.0,0.0,0.0,0.10461876970550749,0.12119732068099365
386,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
387,0.0,0.0,0.0,0.10461876970550749,0.12119732068099365
388,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
389,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
390,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
391,1.0,0.0,0.0,0.10461876970550749,0.12119732068099365
392,0.0,1.0,0.0,0.10461876970550749,0.12119732068099365
393,0.0,1.0,0.0,0.10461876970550749,0.12119732068099365
394,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
395,1.0,0.0,0.0,0.10461876970550749,0.12119732068099365
396,1.0,0.0,0.0,0.10461876970550749,0.12119732068099365
397,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
398,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
399,0.0,1.0,0.0,0.10461876970550749,0.12119732068099365
400,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
401,0.0,1.0,0.0,0.10461876970550749,0.12119732068099365
402,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
403,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
404,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
405,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
406,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
407,0.0,0.0,0.0,0.10461876970550749,0.12119732068099365
408,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
409,1.0,0.0,0.0,0.10461876970550749,0.12119732068099365
410,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
411,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
412,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
413,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
414,0.0,1.0,0.0,0.10461876970550749,0.12119732068099365
415,0.0,0.0,0.0,0.10461876970550749,0.12119732068099365
416,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
417,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
418,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
419,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
420,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
421,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
422,1.0,0.0,0.0,0.10461876970550749,0.12119732068099365
423,0.0,1.0,0.0,0.10461876970550749,0.12119732068099365
424,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
425,1.0,0.0,0.0,0.10461876970550749,0.12119732068099365
426,1.0,0.0,0.0,0.10461876970550749,0.12119732068099365
427,0.0,1.0,0.0,0.10461876970550749,0.12119732068099365
428,1.0,0.0,0.0,0.10461876970550749,0.12119732068099365
429,0.0,1.0,0.0,0.10461876970550749,0.12119732068099365
430,0.0,1.0,0.0,0.10461876970550749,0.12119732068099365
431,1.0,0.0,0.0,0.10461876970550749,0.12119732068099365
432,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
433,0.0,0.0,1.0,0.10461876970550749,0.12119732068099365
